rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
1.0,2.0,4.0,a10_hybrid,nominal,4,1.0,1.0,11.648701359563733,11.007766321065333,15.39411464853711,15.39411464853711,0.940625,0.6299484974223306,1.7785244503326525,0.13847352599328658,0.84
1.0,2.0,4.0,a10_hybrid,power_shortage,4,1.0,1.0,14.093892009949446,14.945304928718919,15.528123039950952,15.528123039950952,0.9512499999999999,0.6237980731217594,1.787928259487174,0.1377520488542579,0.6215630717157398
1.0,2.0,4.0,a10_hybrid,radiator_degradation,4,1.0,1.0,22.460735999106365,23.405190326276838,25.779323224827408,25.779323224827408,0.9516666666666667,0.6178575179111278,1.9824614413961514,0.1337362976415435,0.84
1.0,2.0,4.0,a10_hybrid,solar_heating,4,1.0,1.0,16.369197705182195,16.350597932223142,21.08283202820365,21.08283202820365,0.9491666666666666,0.6195690863702137,1.8627518894841906,0.13451642473443934,0.84
1.0,2.0,4.0,a10_hybrid,storage_saturation,4,1.0,1.0,27.88360460409164,29.37645428210481,35.088715298579885,35.088715298579885,0.9470833333333333,0.5655392759358508,2.7620650571934107,0.13409797293730347,0.84
1.0,2.0,4.0,a10_hybrid_v2,burst_heat,4,1.0,1.0,43.80013817457352,41.129127289693315,53.90309131174647,53.90309131174647,0.9437500000000001,0.7624268076965861,3.239028158755624,0.13800007861271235,0.84
1.0,2.0,4.0,a10_hybrid_v2,combined_harsh,4,1.0,1.0,118.5415401776888,117.93702292404097,143.20527448441388,143.20527448441388,0.9664583333333333,0.7319974303732661,4.005990686349663,0.12650843093472194,0.4812157664151528
1.0,2.0,4.0,a10_hybrid_v2,combined_moderate,4,1.0,1.0,59.99071394399681,59.87743792421179,66.13590081860025,66.13590081860025,0.9585416666666666,0.753829641457547,3.16008085962893,0.13361192631182703,0.7194628377058793
1.0,2.0,4.0,a10_hybrid_v2,eclipse_transition,4,1.0,1.0,20.985549589749418,20.775842729741726,29.57923342726366,29.57923342726366,0.9508333333333333,0.7718337886911113,2.0861518809978925,0.13875643314736255,0.8122998531880061
1.0,2.0,4.0,a10_hybrid_v2,nominal,4,1.0,1.0,20.298524272771466,15.124927629263311,37.32541546730952,37.32541546730952,0.9454166666666667,0.7765417518996899,2.2206759669883986,0.14057132145578807,0.84
1.0,2.0,4.0,a10_hybrid_v2,power_shortage,4,1.0,1.0,21.03483693919899,22.01675022917336,23.401403718661047,23.401403718661047,0.9522916666666666,0.7729022316425388,1.9789887657140797,0.1386026215475395,0.6029638432260058
1.0,2.0,4.0,a10_hybrid_v2,radiator_degradation,4,1.0,1.0,25.95141847471674,24.412060767687777,37.78708672041592,37.78708672041592,0.9435416666666666,0.7739012843135665,2.283354398410701,0.13596271068828628,0.84
1.0,2.0,4.0,a10_hybrid_v2,solar_heating,4,1.0,1.0,22.694093258454405,22.72650715055935,25.710117976875118,25.710117976875118,0.9502083333333333,0.7725406780655185,1.98285725803119,0.13651876319263598,0.84
1.0,2.0,4.0,a10_hybrid_v2,storage_saturation,4,1.0,1.0,31.82093425366792,29.15613784203783,42.62178726026464,42.62178726026464,0.9450000000000001,0.7433712752679071,2.9255021756122934,0.1331404588910662,0.84
1.0,2.0,4.0,no_control,burst_heat,4,1.0,0.0,1824.904696045971,1758.0320275913396,2115.655800073193,2115.655800073193,0.9722916666666667,1.0000000000000162,11.035903892157066,0.86,0.84
1.0,2.0,4.0,no_control,combined_harsh,4,1.0,0.0,2962.871109625181,3037.8804387642945,3372.0373865905203,3372.0373865905203,0.9770833333333334,1.0000000000000162,13.174092484647026,0.62,0.65
1.0,2.0,4.0,no_control,combined_moderate,4,1.0,0.0,2033.7119871592718,2035.7512207583384,2530.4082338786297,2530.4082338786297,0.9760416666666667,1.0000000000000162,11.388810852151128,0.72,0.72
1.0,2.0,4.0,no_control,eclipse_transition,4,1.0,0.0,961.19965122233,984.055214278045,1017.8800434927417,1017.8800434927417,0.9720833333333334,1.0000000000000162,7.695299229234309,0.86,0.84
1.0,2.0,4.0,no_control,nominal,4,1.0,0.0,878.8758377374327,837.4810992671519,1081.9197538313583,1081.9197538313583,0.9712500000000001,1.0000000000000162,7.838283083189887,0.86,0.84
1.0,2.0,4.0,no_control,power_shortage,4,1.0,0.0,1014.6642081936278,1013.6424664023543,1091.904125393964,1091.904125393964,0.973125,1.0000000000000162,7.923537940501794,0.86,0.84
1.0,2.0,4.0,no_control,radiator_degradation,4,1.0,0.0,1023.4208770466231,1012.5869379275308,1207.0839152613169,1207.0839152613169,0.9722916666666667,1.0000000000000162,8.284539414249085,0.86,0.84
1.0,2.0,4.0,no_control,solar_heating,4,1.0,0.0,796.8084763478863,800.6971954174796,849.9622985770505,849.9622985770505,0.97,1.0000000000000162,7.13455492843792,0.86,0.84
1.0,2.0,4.0,no_control,storage_saturation,4,1.0,0.0,1373.9332837490583,1468.15423148224,1614.2259987517075,1614.2259987517075,0.9716666666666667,1.0000000000000162,9.632912528453636,0.46,0.84
1.0,2.0,4.0,pump_radiator,burst_heat,4,1.0,0.0,282.3523762731418,281.83462511614283,379.9022737174018,379.9022737174018,0.9622916666666667,1.0000000000000162,5.715488648957905,0.86,0.84
1.0,2.0,4.0,pump_radiator,combined_harsh,4,1.0,0.0,468.5609510081196,474.0475354597852,508.15817632763446,508.15817632763446,0.9714583333333334,1.0000000000000162,6.154108427906183,0.62,0.4765733075604819
1.0,2.0,4.0,pump_radiator,combined_moderate,4,1.0,0.0,258.01741452449323,248.3974267265084,339.4524984006884,339.4524984006884,0.9645833333333333,1.0000000000000162,5.044857493332353,0.72,0.6726279220837891
1.0,2.0,4.0,pump_radiator,eclipse_transition,4,1.0,0.0,142.9679239582339,145.27300023428893,152.5029685632537,152.5029685632537,0.9639583333333333,1.0000000000000162,3.2348500907971744,0.86,0.84
